Label	Story
__label__14	"As an HR Tech Lead, I need to manually extract Mock 1 employees from SHIPS, so that I can support a successful Mock 1"
__label__14	"As an HR Tech Lead, I need to understand the current co-exist errors, so that I can account for those in the Shell extract desgin"
__label__14	"As an HR Tech Lead, I need to work with the reporting team to identify how much data will be converted into the data warehouse, so I can establish scope for cloud conversion requirements"
__label__14	"As an HR Tech Lead, I need to evaluate the best place to extract data from the current integration toolkit, so I can move forward with extract design"
__label__14	"As an HR Technical Lead, I need to determine the number of employees needed for Mock 1, so I can extract their data from SHIPS"
__label__16	"As an HR project team member, we need to understand the current state budgeting process and how it aligns to HR so that we may meet HR reporting needs"
__label__16	"As an HR project team member, I want to understand how positions are leveraged today so that I can define current state"
__label__318	"EF_INT_047 [Validate] As a ClientABC Employee, I want to validate the Inbound Lockbox / Receipt file integration from BOA to Oracle Cloud ERP, so that data can flow smoothly."
__label__318	"EF_INT_047 [Build] As a ClientABC Employee, I want to build the Inbound Lockbox / Receipt file integration from BOA to Oracle Cloud ERP, so that data can flow smoothly."
__label__318	"EF_INT_047 [Technical Design] As a ClientABC Employee, I want to design the Inbound Lockbox / Receipt file integration from BOA to Oracle Cloud ERP, so that data can flow smoothly."
__label__318	"EF_INT_047 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Inbound Lockbox / Receipt file integration from BOA to Oracle Cloud ERP, so that data can flow smoothly."
__label__36	"As a Maximo Technical Architect, I will define a roadmap for Maximo Environments so that the environments meet the project requirement with different go-lives and cutover plan"
__label__67	"As a payroll admin, I need to assist the COA team with c, so that they can begin to solution for any gaps/ changes in following sprints."
__label__67	"As a payroll admin, I need to assist the COA team with a list of needed payroll-related accounts, so that they can begin to solution for any gaps/ changes in following sprints."
__label__11	"As a technical team lead, I need to review and finalize the instance plan so that the environments can be created."
__label__11	"As a technical team lead, I need to review and finalize the instance plan so that I am aware of how environments will be created and leveraged."
__label__6	"As a ClientABC Employee, I need to test my API service, so that all Credit Memos can be sent from Maximo Cloud to Oracle EBS."
__label__6	"As a ClientABC Employee, I want to to design an API service, so that Credit Memos can be sent from Maximo Cloud to Oracle EBS"
__label__6	"As an Integration Team member, I need to design an API service, so that Credit Memos can be sent from Maximo Cloud to Oracle EBS"
__label__88	"As a project management stakeholder, I need to know where to store test evidence so that it is secure and meets all data security requirements for PII, regulatory data, and other business related data"
__label__258	"As a Integration developer, I want to design the data mapping so that we can move Time Data from STARS to SPC Maximo (INT-24)"
__label__258	"As a Integration developer, I want to design the data mapping so that I move data from ARCS- Account Reconciliation to SPC Maximo and vice versa(INT-23)"
__label__258	"As a Integration developer, I want to design the data mapping so that I can map BuyerQuest PR from BuyerQuest to SPC Maximo(INT-11)"
__label__258	"As a Integration developer, I want to design the data mapping so that I can map BuyerQuest WO from BuyerQuest to SPC Maximo(INT-12)"
__label__258	"As a Integration developer, I want to design the data mapping so that I can map the P2P Process PR from SPC Maximo to BuyerQuest(INT-13)"
__label__258	"As a Integration developer, I want to design the data mapping of Users so that we map the data on Users from Cool Compliance system to SPC Maximo(INT-16)"
__label__258	"As a Integration developer, I want to design the data mapping of Groups so that we map the data on Groups from Cool Compliance system to SPC Maximo(INT-17)"
__label__258	"As a Integration developer, I want to design the data mapping so that we map the data of A)tax codes from Vertex system to SPC Maximo(INT-21). B) Issues/Returns C) POS from Vertex system to SPC Maximo and vice versa (INT-21)"
__label__258	"As a Integration developer, I want to design the data mapping so that we can move Time Data from STARS to SPC Maximo (INT-24)"
__label__258	"As a Integration developer, I want to develop the integration structure so that I can map Time Data from STARS to SPC Maximo (INT-24)"
__label__258	"As a Integration developer, I want to develop the integration structure so that I can map data from ARCS- Account Reconciliation to SPC Maximo and vice versa(INT-23)"
__label__258	"As a Integration developer, I want to develop the integration structure so that I can map Users from Cool Compliance system to SPC Maximo(INT-16)"
__label__258	"As a Integration developer, I want to develop the integration structure so that I can map Groups from Cool Compliance system to SPC Maximo(INT-17)"
__label__258	"As a Integration developer, I want to design the data mapping so that I move data from ARCS- Account Reconciliation to SPC Maximo and vice versa(INT-23)"
__label__258	"As a Integration developer, I want to design the data mapping of Users so that we map the data on Users from Cool Compliance system to SPC Maximo(INT-16)"
__label__258	"As a Integration developer, I want to design the data mapping of Groups so that we map the data on Groups from Cool Compliance system to SPC Maximo(INT-17)"
__label__258	"As an integration developer, I want to develop the integration structure so that I can map Time Data from STARS to SPC Maximo (INT-24)"
__label__258	"As an integration developer, I want to develop the integration structure so that I can map data from ARCS- Account Reconciliation to SPC Maximo and vice versa(INT-23)"
__label__258	"As an integration developer, I want to develop the integration structure so that I can map Users from Cool Compliance system to SPC Maximo(INT-16)"
__label__258	"As an integration developer, I want to develop the integration structure so that I can map Groups from Cool Compliance system to SPC Maximo(INT-17)"
__label__258	"As an integration developer, I want to design the data mapping so that we can move Time Data from STARS to SPC Maximo (INT-24)"
__label__258	"As an integration developer, I want to design the data mapping so that I move data from ARCS- Account Reconciliation to SPC Maximo and vice versa(INT-23)"
__label__258	"As an integration developer, I want to design the data mapping of Users so that we map the data on Users from Cool Compliance system to SPC Maximo(INT-16)"
__label__258	"As an integration developer, I want to design the data mapping of Groups so that we map the data on Groups from Cool Compliance system to SPC Maximo(INT-17)"
__label__74	"As an HR Technical Admin, I need to have a conversation with the Integration Enablement team, so that HR can provide input into the program wide integration strategy"
__label__74	"As an HR Technical Admin, I need to evaluate whether or not to use Apigee for HR, so that I can develop the HR Integration Strategy"
__label__74	"As an HR team member, I need to perform futher analysis on current state of action/action reason in order to determine future state design."
__label__341	"EF_INT_018 [Validate] As a ClientABC Employee, I want to validate the Journal Approval Groups integration from CoolCompliance to Oracle Cloud ERP, so that data can flow smoothly."
__label__341	"EF_INT_018 [Build] As a ClientABC Employee, I want to build the Journal Approval Groups integration from CoolCompliance to Oracle Cloud ERP, so that data can flow smoothly."
__label__341	"EF_INT_018 [Technical Design] As a ClientABC Employee, I want to design the Journal Approval Groups integration from CoolCompliance to Oracle Cloud ERP, so that data can flow smoothly."
__label__341	"EF_INT_018 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Journal Approval Groups integration from CoolCompliance to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_016 [Validate] As a ClientABC Employee, I want to validate the CORPTAX GL Journals integration from Corptax to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_015 [Validate] As a ClientABC Employee, I want to validate the DW GL Journals integration from PowerPlan to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_014 [Validate] As a ClientABC Employee, I want to validate the Energy Analysis Rev/Exp GL Journals integration from Energy Analysis to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_013 [Validate] As a ClientABC Employee, I want to validate the Pool Bill Rev/Exp GL Journals integration from Pool Bill to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_012 [Validate] As a ClientABC Employee, I want to validate the Futrak FAS133 GL Journals integration from Futrak to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_011 [Validate] As a ClientABC Employee, I want to validate the Fuel GL Journals integration from Fuel to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_010 [Validate] As a ClientABC Employee, I want to validate the Reval GL Journals integration from Reval to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_009 [Validate] As a ClientABC Employee, I want to validate the SHIPS Non-Labor Journals integration from SHIPS to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_016 [Build] As a ClientABC Employee, I want to build the CORPTAX GL Journals integration from Corptax to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_015 [Build] As a ClientABC Employee, I want to build the DW GL Journals integration from PowerPlan to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_014 [Build] As a ClientABC Employee, I want to build the Energy Analysis Rev/Exp GL Journals integration from Energy Analysis to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_013 [Build] As a ClientABC Employee, I want to build the Pool Bill Rev/Exp GL Journals integration from Pool Bill to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_012 [Build] As a ClientABC Employee, I want to build the Futrak FAS133 GL Journals integration from Futrak to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_011 [Build] As a ClientABC Employee, I want to build the Fuel GL Journals integration from Fuel to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_010 [Build] As a ClientABC Employee, I want to build the Reval GL Journals integration from Reval to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_009 [Build] As a ClientABC Employee, I want to build the SHIPS Non-Labor Journals integration from SHIPS to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_016 [Technical Design] As a ClientABC Employee, I want to design the CORPTAX GL Journals integration from Corptax to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_015 [Technical Design] As a ClientABC Employee, I want to design the DW GL Journals integration from PowerPlan to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_014 [Technical Design] As a ClientABC Employee, I want to design the Energy Analysis Rev/Exp GL Journals integration from Energy Analysis to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_013 [Technical Design] As a ClientABC Employee, I want to design the Pool Bill Rev/Exp GL Journals integration from Pool Bill to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_012 [Technical Design] As a ClientABC Employee, I want to design the Futrak FAS133 GL Journals integration from Futrak to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_011 [Technical Design] As a ClientABC Employee, I want to design the Fuel GL Journals integration from Fuel to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_010 [Technical Design] As a ClientABC Employee, I want to design the Reval GL Journals integration from Reval to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_009 [Technical Design] As a ClientABC Employee, I want to design the SHIPS Non-Labor Journals integration from SHIPS to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_016 [Integration Pattern] As a ClientABC Employee, I want to evaluate the CORPTAX GL Journals integration from Corptax to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_015 [Integration Pattern] As a ClientABC Employee, I want to evaluate the DW GL Journals integration from PowerPlan to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_014 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Energy Analysis Rev/Exp GL Journals integration from Energy Analysis to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_013 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Pool Bill Rev/Exp GL Journals integration from Pool Bill to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_012 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Futrak FAS133 GL Journals integration from Futrak to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_011 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Fuel GL Journals integration from Fuel to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_010 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Reval GL Journals integration from Reval to Oracle Cloud ERP, so that data can flow smoothly."
__label__343	"EF_INT_009 [Integration Pattern] As a ClientABC Employee, I want to evaluate the SHIPS Non-Labor Journals integration from SHIPS to Oracle Cloud ERP, so that data can flow smoothly."
__label__338	"EF_INT_026 [Validate] As a ClientABC Employee, I want to validate the Labor Expenditures integration from Ships to Oracle Cloud ERP, so that data can flow smoothly."
__label__338	"EF_INT_025 [Validate] As a ClientABC Employee, I want to validate the Actuals (Labor) integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__338	"EF_INT_026 [Build] As a ClientABC Employee, I want to build the Labor Expenditures integration from Ships to Oracle Cloud ERP, so that data can flow smoothly."
__label__338	"EF_INT_025 [Build] As a ClientABC Employee, I want to build the Actuals (Labor) integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__338	"EF_INT_026 [Technical Design] As a ClientABC Employee, I want to design the Labor Expenditures integration from Ships to Oracle Cloud ERP, so that data can flow smoothly."
__label__338	"EF_INT_025 [Technical Design] As a ClientABC Employee, I want to design the Actuals (Labor) integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__338	"EF_INT_026 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Labor Expenditures integration from Ships to Oracle Cloud ERP, so that data can flow smoothly."
__label__338	"EF_INT_025 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Actuals (Labor) integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__18	"As a time design team member, I need to review the approach to historical conversion for STARS time data so that I can design the necessary conversions."
__label__18	"As a pay design team member, I need to review the approach to historical conversion for SHIPS payroll data so that I can design the necessary conversions."
__label__18	"As a time and pay design team member, I need to validate the field lengths and format of the POET fields so that I can confirm the design for POET fields in SHIPS and STARS."
__label__18	"As a time and pay design team member, I need to confirm that the MWO field will not be needed in SHIPS and STARS in order to validate the interim and future state design."
__label__18	"As a time and pay design team member, I need to align with AFT on the design for intercompany billing so that I can confirm the process for intercompany billing in legacy and future state systems."
__label__18	"As a payroll design team member, I need to determine how much historical data to convert in SHIPS for interim state, so that I can accurately archive data for reporting and adjustments purposes."
__label__18	"As a TRG timekeeper, I need to be able to update employee fixed work plans from old COA to POET so that employee labor is distributed correctly."
__label__18	"As a SHIPS payroll admin, I need to design for what Organization value I will send AFT during the interim, so that I can send the correct value from SHIPS to Projects."
__label__18	"As a time team member, I need to review the list of Gas Union rules suggested for renegotiation in order to align with the functional and technical teams."
__label__18	"As a payroll admin, I want to provide Payroll locations for Gas to COA so that can better understand how various locations correlate with Gas Payroll."
__label__18	"As a payroll design team member, I will determine the payroll accrual schedule and if SSAT will be retired so that pay can be properly accrued over time. Who own cross-month pay period split for accruals in Oracle Cloud? |Payroll Accruals Schedule|""What will accrual schedule look like? -Retiring SSAT ""|Legacy and Future|Payroll, Accounting|Payroll, Accounting| |"
__label__18	"As a STARS technical team member, I need to review and define the fields needed for POET validation so that Project and Task lists are based on the employee and that POET codes are validated properly upon entry, save, and processing."
__label__18	"As a member of the payroll design team, I need to determine the basis for payroll accrual in the future state, in order to discover whether it will be time-based or pay-based."
__label__18	"As a pay design team member, I need to determine how benefit allocations will work for the interim state, either being spread across project work or sent as overhead, so that I can properly capture and account for benefits costs. |ISSUE|NOTES|Legacy or Future State Impact|IMPACTED PARTY|STAKEHOLDERS| |Benefits Allocation |Question to address: Will SPC allocate benefits in the same way as SCS? -HCM would like to continue sending as overhead|Legacy|Accounting, Benefits, Payroll, Time|Heather Auger - A&T Accounting|"
__label__18	"As a time design team member, I need to align with A&T on the design for intercompany billing so that I can confirm the process for intercompany billing in legacy and future state systems."
__label__337	"EF_INT_027 [Validate] As a ClientABC Employee, I want to validate the MWO Tasks Create/Update integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__337	"EF_INT_027 [Build] As a ClientABC Employee, I want to build the MWO Tasks Create/Update integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__337	"EF_INT_027 [Technical Design] As a ClientABC Employee, I want to design the MWO Tasks Create/Update integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__337	"EF_INT_027 [Integration Pattern] As a ClientABC Employee, I want to evaluate the MWO Tasks Create/Update integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__315	"EF_INT_050 [Validate] As a ClientABC Employee, I want to validate the Master Data Create Expenditure Types integration from DRM to Oracle Cloud ERP, so that data can flow smoothly."
__label__315	"EF_INT_050 [Build] As a ClientABC Employee, I want to build the Master Data Create Expenditure Types integration from DRM to Oracle Cloud ERP, so that data can flow smoothly."
__label__315	"EF_INT_050 [Technical Design] As a ClientABC Employee, I want to design the Master Data Create Expenditure Types integration from DRM to Oracle Cloud ERP, so that data can flow smoothly."
__label__315	"EF_INT_050 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Master Data Create Expenditure Types integration from DRM to Oracle Cloud ERP, so that data can flow smoothly."
__label__316	"EF_INT_049 [Validate] As a ClientABC Employee, I want to validate the Master Data integration from DRM to Oracle Cloud ERP, so that data can flow smoothly."
__label__316	"EF_INT_049 [Build] As a ClientABC Employee, I want to build the Master Data integration from DRM to Oracle Cloud ERP, so that data can flow smoothly."
__label__316	"EF_INT_049 [Technical Design] As a ClientABC Employee, I want to design the Master Data integration from DRM to Oracle Cloud ERP, so that data can flow smoothly."
__label__316	"EF_INT_049 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Master Data integration from DRM to Oracle Cloud ERP, so that data can flow smoothly."
__label__357	"As a Program, I want an updated dashboard so that I can report on progress from the sprints and PIs"
__label__357	"As a Legacy team, I want a Jira training so that I can better map and track my work"
__label__357	"As an Integrations Scrum Master, I want to understand my role and responsibilities so that I can serve my team"
__label__308	"EF_INT_089 [Technical Design] As a ClientABC Employee, I want to design the POET Components integration from Oracle ERP to Maximo, so that data can flow smoothly."
__label__309	"EF_INT_056 [Validate] As a ClientABC Employee, I want to validate the Maximo Invoice Status (Hold Resolutions) integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__309	"EF_INT_056 [Build] As a ClientABC Employee, I want to build the Maximo Invoice Status (Hold Resolutions) integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__309	"EF_INT_056 [Technical Design] As a ClientABC Employee, I want to design the Maximo Invoice Status (Hold Resolutions) integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__309	"EF_INT_056 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Maximo Invoice Status (Hold Resolutions) integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__7	"As a member of the HR leadership team, I need to define project milestones for the SPC rollout so that my team can measure their progress against them."
__label__86	"As a team member, I need to create the user stories needed for PI 2 so that I can sequence them for PI 2 sprints."
__label__86	"As a team member, I need to create and sequence the epics needed for PI 2 so that I can associate and sequence user stories for the work needed in PI 2."
__label__163	"As a Budgeting lead, I need to obtain sample data sets so that it can support the metadata flow design for income statements"
__label__163	"As a Budgeting lead, I need to define various hierarchies to be sourced from DRM for each of the dimensions so that I can design the metadata flow design for income statements"
__label__163	"As a Budgeting lead, I need to define the dimensions to be sourced from DRM so that I can design the metadata flow design for income statements"
__label__163	"As a Budgeting lead, I need to obtain sample data sets so that it can support the metadata flow design for Financials"
__label__163	"As a Budgeting lead, I need to define various hierarchies to be sourced from DRM for each of the dimensions so that I can design the metadata flow design for Financials"
__label__163	"As a Budgeting lead, I need to define the dimensions and attributes to be sourced from DRM so that I can design the metadata flow design for Financials"
__label__335	"EF_INT_029 [Validate] As a ClientABC Employee, I want to validate the PO Receipts integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__335	"EF_INT_029 [Build] As a ClientABC Employee, I want to build the PO Receipts integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__335	"EF_INT_029 [Technical Design] As a ClientABC Employee, I want to design the PO Receipts integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__335	"EF_INT_029 [Integration Pattern] As a ClientABC Employee, I want to evaluate the PO Receipts integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__328	"EF_INT_037 [Validate] As a ClientABC Employee, I want to validate the POET Value Validation integration from Oracle Cloud ERP to Maximo, SHIPS, STARS, so that data can flow smoothly."
__label__328	"EF_INT_037 [Build] As a ClientABC Employee, I want to build the POET Value Validation integration from Oracle Cloud ERP to Maximo, SHIPS, STARS, so that data can flow smoothly."
__label__328	"EF_INT_037 [Technical Design] As a ClientABC Employee, I want to design the POET Value Validation integration from Oracle Cloud ERP to Maximo, SHIPS, STARS, so that data can flow smoothly."
__label__328	"EF_INT_037 [Integration Pattern] As a ClientABC Employee, I want to evaluate the POET Value Validation integration from Oracle Cloud ERP to Maximo, SHIPS, STARS, so that data can flow smoothly."
__label__314	"EF_INT_051 [Validate] As a ClientABC Employee, I want to validate the POET Values integration from Oracle Cloud ERP to Maximo, SHIPS, so that data can flow smoothly."
__label__314	"EF_INT_051 [Build] As a ClientABC Employee, I want to build the POET Values integration from Oracle Cloud ERP to Maximo, SHIPS, so that data can flow smoothly."
__label__314	"EF_INT_051 [Technical Design] As a ClientABC Employee, I want to design the POET Values integration from Oracle Cloud ERP to Maximo, SHIPS, so that data can flow smoothly."
__label__314	"EF_INT_051 [Integration Pattern] As a ClientABC Employee, I want to evaluate the POET Values integration from Oracle Cloud ERP to Maximo, SHIPS, so that data can flow smoothly."
__label__340	"EF_INT_022 [Validate] As a ClientABC Employee, I want to validate the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Powerplan, so that data can flow smoothly."
__label__340	"EF_INT_021 [Validate] As a ClientABC Employee, I want to validate the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Costar, so that data can flow smoothly."
__label__340	"EF_INT_020 [Validate] As a ClientABC Employee, I want to validate the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Legal Tracker, so that data can flow smoothly."
__label__340	"EF_INT_019 [Validate] As a ClientABC Employee, I want to validate the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Maximo, so that data can flow smoothly."
__label__340	"EF_INT_022 [Build] As a ClientABC Employee, I want to build the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Powerplan, so that data can flow smoothly."
__label__340	"EF_INT_021 [Build] As a ClientABC Employee, I want to build the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Costar, so that data can flow smoothly."
__label__340	"EF_INT_020 [Build] As a ClientABC Employee, I want to build the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Legal Tracker, so that data can flow smoothly."
__label__340	"EF_INT_019 [Build] As a ClientABC Employee, I want to build the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Maximo, so that data can flow smoothly."
__label__340	"EF_INT_022 [Technical Design] As a ClientABC Employee, I want to design the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Powerplan, so that data can flow smoothly."
__label__340	"EF_INT_021 [Technical Design] As a ClientABC Employee, I want to design the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Costar, so that data can flow smoothly."
__label__340	"EF_INT_020 [Technical Design] As a ClientABC Employee, I want to design the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Legal Tracker, so that data can flow smoothly."
__label__340	"EF_INT_019 [Technical Design] As a ClientABC Employee, I want to design the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Maximo, so that data can flow smoothly."
__label__340	"EF_INT_022 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Powerplan, so that data can flow smoothly."
__label__340	"EF_INT_021 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Costar, so that data can flow smoothly."
__label__340	"EF_INT_020 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Legal Tracker, so that data can flow smoothly."
__label__340	"EF_INT_019 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Payments Status/Acknowledgement integration from Oracle Cloud ERP to Maximo, so that data can flow smoothly."
__label__320	"EF_INT_045 [Validate] As a ClientABC Employee, I want to validate the Payment files (ACH/WIRE) integration from Oracle Cloud ERP to BOA, so that data can flow smoothly."
__label__320	"EF_INT_045 [Build] As a ClientABC Employee, I want to build the Payment files (ACH/WIRE) integration from Oracle Cloud ERP to BOA, so that data can flow smoothly."
__label__320	"EF_INT_045 [Technical Design] As a ClientABC Employee, I want to design the Payment files (ACH/WIRE) integration from Oracle Cloud ERP to BOA, so that data can flow smoothly."
__label__320	"EF_INT_045 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Payment files (ACH/WIRE) integration from Oracle Cloud ERP to BOA, so that data can flow smoothly."
__label__321	"EF_INT_044 [Validate] As a ClientABC Employee, I want to validate the Payment files (Positive Pay) integration from Oracle Cloud ERP to BOA, so that data can flow smoothly."
__label__321	"EF_INT_044 [Build] As a ClientABC Employee, I want to build the Payment files (Positive Pay) integration from Oracle Cloud ERP to BOA, so that data can flow smoothly."
__label__321	"EF_INT_044 [Technical Design] As a ClientABC Employee, I want to design the Payment files (Positive Pay) integration from Oracle Cloud ERP to BOA, so that data can flow smoothly."
__label__321	"EF_INT_044 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Payment files (Positive Pay) integration from Oracle Cloud ERP to BOA, so that data can flow smoothly."
__label__306	"EF_INT_103 [Validate] As a ClientABC Employee, I want to validate the DRM to Powerplan CoA segments integration from DRM to Powerplan, so that data can flow smoothly."
__label__306	"EF_INT_103 [Technical Design] As a ClientABC Employee, I want to design the DRM to Powerplan CoA segments integration from DRM to Powerplan, so that data can flow smoothly."
__label__358	"As a Maximo team, I want an integrations dashboard so that I can understand the status of Integrations between the Integrations and Maximo team for SPC"
__label__77	"As an HR team lead, I need to define the structure on which I want to report in Jira so that my teams can accurately report progress and raise issues/risks"
__label__77	"As an HR Team Lead, I need to undertstand reporting requirements with the PMO so that I can accurately show progress and raise issues/risks to the program"
__label__77	As an HCM project team lead I need to coordinate with the PMO to schedule demos for PI2 and PI3 in order to appropriately plan the project work
__label__77	"As an HCM Project lead, I need to confirm the project holidays with the program and communicate them to the team so that we can correctly plan project work and team members'vacations."
__label__77	"As an HCM Project team lead, I need to define expectations for the project team to co-locate in order to best define our working cadence."
__label__77	"As an HR project team lead, I need to define criteria for what requires a meeting invite in the agile project state so that I can correctly invite extended team members to relevant conversations."
__label__77	"As an HCM Project team lead, I need to finalize the scope per rollout so that we can correctly plan for each release."
__label__77	"As a member of the HR leadership team, I need to understand the cross-functional dependencies with other workstreams so that I can appropriately plan for the work to be done in the timeframe it needs to be completed."
__label__77	"As an HR team lead, I need to define the structure on which I want to report in Jira so that my teams can accurately report progress and raise issues/risks"
__label__77	"As an HR Team Lead, I need to understand reporting requirements with the PMO so that I can accurately show progress and raise issues/risks to the program"
__label__313	"EF_INT_052 [Validate] As a ClientABC Employee, I want to validate the Project Status integration from PowerPlan to Oracle Cloud ERP, so that data can flow smoothly."
__label__313	"EF_INT_052 [Build] As a ClientABC Employee, I want to build the Project Status integration from PowerPlan to Oracle Cloud ERP, so that data can flow smoothly."
__label__313	"EF_INT_052 [Technical Design] As a ClientABC Employee, I want to design the Project Status integration from PowerPlan to Oracle Cloud ERP, so that data can flow smoothly."
__label__313	"EF_INT_052 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Project Status integration from PowerPlan to Oracle Cloud ERP, so that data can flow smoothly."
__label__9	"As a member of the HR leadership team, I need to create an HR Timeline point of view in order to prepare for conversations about the release schedule."
__label__9	"As a member of the HR leadership team, I need to create an HR Timeline point of view in order to prepare for conversations about the release schedule."
__label__336	"EF_INT_028 [Validate] As a ClientABC Employee, I want to validate the Purchase Orders integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__336	"EF_INT_028 [Build] As a ClientABC Employee, I want to build the Purchase Orders integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__336	"EF_INT_028 [Technical Design] As a ClientABC Employee, I want to design the Purchase Orders integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__336	"EF_INT_028 [Integration Pattern] As a ClientABC Employee, I want to evaluate the Purchase Orders integration from Maximo to Oracle Cloud ERP, so that data can flow smoothly."
__label__249	"As an SPC Stakeholder, I want to ensure quality assurance for Release 2 Quality Assurance - SIT 1 Authoring so that the test case scenarios are created"
__label__8	"As a member of the HR leadership team, I need to define the co-location expectations so that my team knows where they are expected to be throughout the project."
__label__8	"As a member of the HR leadership team, I need to define the escalation criteria for decisions, risks, and issues so that my team has a defined plan of action for escalating decisions, risks, and issues."
